Month,Values
12,-638.54
12,-14.13
12,-450
12,-227
12,-100.84
12,-241.71
12,-0.69
12,-423.7
12,-35.17
12,-81
12,-257.95
12,-250.7
12,-8.27
12,-24243.41
12,-762.33
12,2616.98
12,-775.82
12,-9203.99
12,-193.67
12,-86.76
12,447.18
12,-893.11
12,-412.89
12,-2919.04
12,-54.65
12,-76.54
12,-1447.63
12,-45.23
12,-875.55
12,-46
12,-4.2
12,-529.66
12,-2.22
12,-41.55
12,-204
12,-48.37
12,-57.35
12,-1.55
12,-2324.68
12,-2682.32
12,-800
12,-263.34
12,-1601.95
12,-83.31
12,-33.54
12,187.86
12,-407.92
12,-520.92
12,-10.25
12,-14.35
12,-271.43
12,-8.48
12,-28.6
12,-113.75
12,-0.42
12,-7.79
12,-57
12,-64.49
12,-31.8
12,-2.07
12,-15358.34
12,-5753.04
12,-800
12,-234.16
12,-1801.2
12,-7878.77
12,-175.21
12,-43.38
12,441.94
12,-470.19
12,-757.74
12,-13.66
12,-19.14
12,-361.91
12,-193.6
12,-676.73
12,-11.31
12,-717.6
12,-122.44
12,-162.46
12,-0.55
12,-882.55
12,-108
12,-290.2
12,-76.89
12,-181.35
12,-9.3
12,-26841.73
12,-194.98
12,-5137.09
12,-863.31
12,-12188.22
12,-306.77
12,-153.55
12,645.24
12,-777.86
12,-3346.57
12,-61.48
12,-86.11
12,-1628.59
12,-49.47
12,-696.03
12,-82.95
12,-617.92
12,-2.43
12,-45.44
12,-326
12,-112.85
12,-63.6
12,-3.62
12,-16175.35
12,461.6
12,-3828.06
12,-263.31
12,-7122.15
12,-168.21
12,-102.44
12,162.48
12,-81.05
12,-1330.54
12,-23.91
12,-33.49
12,-633.34
12,589.79
12,362.71
12,-19.79
12,-9007.51
12,-46.81
12,-234.6
12,-0.97
12,-18.18
12,9.69
12,-181
12,-306.32
12,-218.75
12,-9.82
12,-34384.11
12,-333.76
12,-4264.36
12,-1053.28
12,-14597.3
12,-358.38
12,-167.68
12,539.38
12,-1147.32
12,-3492.44
12,-64.89
12,-90.89
12,-1719.07
12,-719.07
12,1693.69
12,-356.6
12,-53.71
12,-639.56
12,-128.32
12,-150
12,-705.18
12,-2.64
12,-49.34
12,-395
12,-225.71
12,-190.3
12,-7.23
12,-18234.73
12,1911.02
12,-1845.31
12,-742.08
12,145.31
12,-7315.05
12,-172.36
12,-156.58
12,672.69
12,-525.18
12,-2575.58
12,-47.82
12,-66.97
12,-1266.68
12,-94.6
12,-37.45
12,-1603.78
12,-46
12,-37.05
12,-536.57
12,-1.84
12,-34.41
12,-287
12,-177.34
12,-207.45
12,-5.68
12,-28361.37
12,1120.95
12,535.74
12,-658.3
12,885.33
12,-9857.41
12,-201.13
12,-138.59
12,177.31
12,-582.67
12,-1922.36
12,-37.57
12,-52.62
12,-995.25
12,-314.5
12,-31.09
12,-1231.63
12,-23
12,-85.32
12,-334.3
12,-1.53
12,-28.56
12,-230
12,-403.05
12,-224.15
12,-12.92
12,-54601.8
12,5353.93
12,-85.36
12,-927.52
12,-1382.79
12,-20113.33
12,-425.74
12,-245.81
12,1014.52
12,-2514.58
12,-4671.93
12,-85.39
12,-119.59
12,-2261.93
12,-1315.8
12,-73.49
12,-1749.87
12,-92
12,-211.81
12,-836.6
12,-3.61
12,-67.51
12,-551
12,-370.81
12,-84.42
12,-189.15
12,-11.89
12,-56001.25
12,1911.04
12,-2969.68
12,-892.48
12,-504.07
12,-21344.98
12,-430.03
12,-217.5
12,910.43
12,-1497.67
12,-144.66
12,-4307.34
12,-78.56
12,-110.03
12,-2080.97
12,-1175.75
12,-59.36
12,-1090.16
12,-148.89
12,-746.17
12,-2.91
12,-54.53
12,-434
12,-290.2
12,-201.95
12,-9.3
12,-42569.27
12,1264.44
12,-4169.8
12,-923.31
12,-875.44
12,-16790.77
12,-366.65
12,-183.97
12,638.48
12,-911.6
12,-3421.71
12,-61.48
12,-86.11
12,-1628.59
12,-772.5
12,-2599.07
12,-1049.98
12,-48.05
12,-779.28
12,-92.93
12,-19.87
12,-559.8
12,-2.36
12,-44.14
12,-318
12,-467.54
12,-230.55
12,-14.99
12,-47695.03
12,1208.89
12,-7582.18
12,-1194.21
12,-551.02
12,-20529.24
12,-456.61
12,-173.51
12,964.09
12,-2184.99
12,-273.9
12,-5502.4
12,-99.05
12,-138.73
12,-2623.84
12,-1365.28
12,-81.97
12,-660.58
12,-145.32
12,-5.6
12,-884.83
12,-4.02
12,-75.3
12,-528
12,-128.98
12,-128.35
12,-4.13
12,-13182.08
12,1346.82
12,-196.81
12,-278.33
12,-41.02
12,-5637.22
12,-127.86
12,-57.23
12,1595.22
12,-247.57
12,-1492.12
12,-27.32
12,-38.27
12,-723.82
12,-19.79
12,-760.65
12,-52.49
12,-264.83
12,-0.97
12,-18.18
12,-103
12,-128.98
12,-94.5
12,-6941.4
12,-4.13
12,-37174
12,-2330.26
12,-10969.12
12,-563.31
12,-3341.16
12,-18136.8
12,-327.83
12,-130.13
12,1280.95
12,-486.29
12,-1500.03
12,-859.12
12,-27.32
12,-38.27
12,-247.66
12,-259.82
12,-723.82
12,-101.4
12,-4128.88
12,-25.44
12,-1638.3
12,-1328
12,-208.63
12,-176.6
12,-325.2
12,-358.52
12,-1.25
12,-1766.92
12,-515
12,-16.12
12,-22.1
12,-0.52
12,-2582.51
12,219.09
12,-700
12,-102.5
12,-1167.36
12,-26.55
12,-14.46
12,77.12
12,-132.31
12,-342.7
12,-177.1
12,-3.42
12,-4.78
12,-90.48
12,-60.96
12,-5.65
12,15.67
12,-61.86
12,-0.28
12,-5.19
12,-41
12,-193.47
12,-87.45
12,-6.2
12,-25313.56
12,167.61
12,-29431.96
12,-694.97
12,-509.38
12,-19871.51
12,-268.15
12,-130.13
12,429.3
