Month,Values,CostCarrier,CostElement
4,-160.3,T2B0000049,611601000
4,-8.04,T2B0000049,612205000
4,-2.18,T2B0000049,613101000
4,-12174.829999999998,T2B0000049,640301000
4,-1693.75,T2B0000049,640302000
4,-534.1499999999999,T2B0000049,640312000
4,15.06,T2B0000049,640606000
4,-4528.839999999999,T2B0000049,640901000
4,-111.17999999999999,T2B0000049,640901011
4,-99.69,T2B0000049,640901012
4,-596.2000000000003,T2B0000049,640901013
4,-1074.28,T2B0000049,641601000
4,-305.69,T2B0000049,641602000
4,-820.8499999999999,T2B0000049,660801000
4,-15.46,T2B0000049,661201000
4,-32.01,T2B0000049,661202000
4,-187.62,T2B0000049,661402000
4,-38.89,T2B0000049,662212000
4,-5.61,T2B0000049,662213000
4,-23,T2B0000049,662602000
4,-36.2,T2B0000049,663701000
4,-266.72,T2B0000049,664001000
4,70.46,T2B0000049,664104000
4,3.79,T2B0000049,664201000
4,-86,T2B0000049,710516000
4,-35.82,T2B0000050,610501000
